,Timestamp,Emotion,Emotion_Value
165,2021-11-20 21:04:24.524865,not paying attention,1.0
166,2021-11-20 21:04:24.722857,not paying attention,1.0
167,2021-11-20 21:04:24.963273,not paying attention,1.0
168,2021-11-20 21:04:25.225562,not paying attention,1.0
169,2021-11-20 21:04:25.403863,not paying attention,1.0
170,2021-11-20 21:04:25.676674,not paying attention,1.0
171,2021-11-20 21:04:25.883882,not paying attention,1.0
172,2021-11-20 21:04:26.071143,not paying attention,1.0
173,2021-11-20 21:04:26.307063,not paying attention,1.0
174,2021-11-20 21:04:26.492192,not paying attention,1.0
175,2021-11-20 21:04:26.669579,not paying attention,1.0
176,2021-11-20 21:04:26.893298,not paying attention,1.0
177,2021-11-20 21:04:27.090929,not paying attention,1.0
178,2021-11-20 21:04:27.278305,not paying attention,1.0
179,2021-11-20 21:04:27.487056,not paying attention,1.0
180,2021-11-20 21:04:27.682654,not paying attention,1.0
181,2021-11-20 21:04:27.863067,not paying attention,1.0
182,2021-11-20 21:04:28.089094,not paying attention,1.0
183,2021-11-20 21:04:28.274371,not paying attention,1.0
184,2021-11-20 21:04:28.455747,not paying attention,1.0
185,2021-11-20 21:04:28.696882,not paying attention,1.0
186,2021-11-20 21:04:28.880276,not paying attention,1.0
187,2021-11-20 21:04:29.065915,not paying attention,1.0
188,2021-11-20 21:04:29.282532,not paying attention,1.0
189,2021-11-20 21:04:29.466651,not paying attention,1.0
190,2021-11-20 21:04:29.650433,not paying attention,1.0
191,2021-11-20 21:04:29.848089,not paying attention,1.0
192,2021-11-20 21:04:30.045588,not paying attention,1.0
193,2021-11-20 21:04:30.242939,not paying attention,1.0
194,2021-11-20 21:04:30.452610,not paying attention,1.0
195,2021-11-20 21:04:30.642203,not paying attention,1.0
196,2021-11-20 21:04:30.837985,not paying attention,1.0
197,2021-11-20 21:04:31.050289,not paying attention,1.0
198,2021-11-20 21:04:31.248184,not paying attention,1.0
199,2021-11-20 21:04:31.438690,not paying attention,1.0
200,2021-11-20 21:04:31.691680,not paying attention,1.0
201,2021-11-20 21:04:31.886327,not paying attention,1.0
202,2021-11-20 21:04:32.077011,not paying attention,1.0
203,2021-11-20 21:04:32.294940,not paying attention,1.0
204,2021-11-20 21:04:32.473274,not paying attention,1.0
205,2021-11-20 21:04:32.667962,not paying attention,1.0
206,2021-11-20 21:04:32.897692,not paying attention,1.0
207,2021-11-20 21:04:33.245523,not paying attention,1.0
208,2021-11-20 21:04:33.463056,not paying attention,1.0
209,2021-11-20 21:04:33.945646,neutral,0.999
210,2021-11-20 21:04:34.343856,neutral,0.956
211,2021-11-20 21:04:34.748099,neutral,0.999
212,2021-11-20 21:04:35.159476,neutral,0.999
213,2021-11-20 21:04:35.354190,not paying attention,1.0
214,2021-11-20 21:04:35.544248,not paying attention,1.0
215,2021-11-20 21:04:35.858824,not paying attention,1.0
216,2021-11-20 21:04:36.048600,not paying attention,1.0
217,2021-11-20 21:04:36.242896,not paying attention,1.0
218,2021-11-20 21:04:36.462929,not paying attention,1.0
219,2021-11-20 21:04:36.649761,not paying attention,1.0
220,2021-11-20 21:04:36.833909,not paying attention,1.0
221,2021-11-20 21:04:37.025644,not paying attention,1.0
222,2021-11-20 21:04:37.219062,not paying attention,1.0
223,2021-11-20 21:04:37.412934,not paying attention,1.0
224,2021-11-20 21:04:37.887000,neutral,0.999
225,2021-11-20 21:04:38.354549,neutral,0.998
226,2021-11-20 21:04:38.817018,neutral,1.0
227,2021-11-20 21:04:39.282155,neutral,0.997
228,2021-11-20 21:04:39.500065,not paying attention,1.0
229,2021-11-20 21:04:39.707746,not paying attention,1.0
230,2021-11-20 21:04:39.931189,not paying attention,1.0
231,2021-11-20 21:04:40.127281,not paying attention,1.0
232,2021-11-20 21:04:40.309616,not paying attention,1.0
233,2021-11-20 21:04:40.646353,not paying attention,1.0
234,2021-11-20 21:04:40.848891,not paying attention,1.0
235,2021-11-20 21:04:41.048349,not paying attention,1.0
236,2021-11-20 21:04:41.233350,not paying attention,1.0
237,2021-11-20 21:04:41.428860,not paying attention,1.0
238,2021-11-20 21:04:41.644786,not paying attention,1.0
239,2021-11-20 21:04:41.939497,not paying attention,1.0
240,2021-11-20 21:04:42.127937,not paying attention,1.0
241,2021-11-20 21:04:42.389372,not paying attention,1.0
242,2021-11-20 21:04:42.840773,neutral,0.999
243,2021-11-20 21:04:43.237851,neutral,0.997
244,2021-11-20 21:04:43.653801,neutral,1.0
245,2021-11-20 21:04:44.117487,neutral,0.997
246,2021-11-20 21:04:44.544314,neutral,0.961
247,2021-11-20 21:04:44.973045,neutral,0.873
248,2021-11-20 21:04:45.169244,not paying attention,1.0
249,2021-11-20 21:04:45.414542,not paying attention,1.0
250,2021-11-20 21:04:45.614866,not paying attention,1.0
251,2021-11-20 21:04:45.883088,not paying attention,1.0
252,2021-11-20 21:04:46.076828,not paying attention,1.0
253,2021-11-20 21:04:46.266934,not paying attention,1.0
254,2021-11-20 21:04:46.571216,not paying attention,1.0
255,2021-11-20 21:04:46.764286,not paying attention,1.0
256,2021-11-20 21:04:46.959579,not paying attention,1.0
257,2021-11-20 21:04:47.148484,not paying attention,1.0
258,2021-11-20 21:04:47.340332,not paying attention,1.0
259,2021-11-20 21:04:47.531193,not paying attention,1.0
260,2021-11-20 21:04:47.815426,not paying attention,1.0
261,2021-11-20 21:04:48.008853,not paying attention,1.0
262,2021-11-20 21:04:48.229650,not paying attention,1.0
263,2021-11-20 21:04:48.479492,not paying attention,1.0
264,2021-11-20 21:04:48.669501,not paying attention,1.0
265,2021-11-20 21:04:48.950863,not paying attention,1.0
266,2021-11-20 21:04:49.145112,not paying attention,1.0
267,2021-11-20 21:04:49.336234,not paying attention,1.0
268,2021-11-20 21:04:49.548157,not paying attention,1.0
269,2021-11-20 21:04:49.738036,not paying attention,1.0
270,2021-11-20 21:04:50.002394,not paying attention,1.0
271,2021-11-20 21:04:50.203507,not paying attention,1.0
272,2021-11-20 21:04:50.678655,neutral,0.994
273,2021-11-20 21:04:51.124636,neutral,0.999
274,2021-11-20 21:04:51.540283,neutral,0.992
275,2021-11-20 21:04:51.777894,not paying attention,1.0
276,2021-11-20 21:04:51.951491,not paying attention,1.0
277,2021-11-20 21:04:52.130117,not paying attention,1.0
278,2021-11-20 21:04:52.325140,not paying attention,1.0
279,2021-11-20 21:04:52.507963,not paying attention,1.0
280,2021-11-20 21:04:52.694098,not paying attention,1.0
281,2021-11-20 21:04:52.895249,not paying attention,1.0
282,2021-11-20 21:04:53.117915,not paying attention,1.0
283,2021-11-20 21:04:53.296975,not paying attention,1.0
284,2021-11-20 21:04:53.514386,not paying attention,1.0
285,2021-11-20 21:04:53.711349,not paying attention,1.0
286,2021-11-20 21:04:53.914796,not paying attention,1.0
287,2021-11-20 21:04:54.229352,not paying attention,1.0
288,2021-11-20 21:04:54.426710,not paying attention,1.0
289,2021-11-20 21:04:54.612390,not paying attention,1.0
290,2021-11-20 21:04:54.857973,not paying attention,1.0
291,2021-11-20 21:04:55.037000,not paying attention,1.0
292,2021-11-20 21:04:55.223415,not paying attention,1.0
293,2021-11-20 21:04:55.458689,not paying attention,1.0
294,2021-11-20 21:04:55.640138,not paying attention,1.0
295,2021-11-20 21:04:55.840577,not paying attention,1.0
296,2021-11-20 21:04:56.039402,not paying attention,1.0
297,2021-11-20 21:04:56.236006,not paying attention,1.0
298,2021-11-20 21:04:56.433049,not paying attention,1.0
299,2021-11-20 21:04:56.647519,not paying attention,1.0
300,2021-11-20 21:04:56.855296,not paying attention,1.0
301,2021-11-20 21:04:57.045650,not paying attention,1.0
302,2021-11-20 21:04:57.235496,not paying attention,1.0
303,2021-11-20 21:04:57.424656,not paying attention,1.0
304,2021-11-20 21:04:57.618011,not paying attention,1.0
305,2021-11-20 21:04:57.851632,not paying attention,1.0
306,2021-11-20 21:04:58.241891,neutral,0.981
